训练样本索引,标签ID,类别名称
1072,2,comp.os.ms-windows.misc
1073,4,comp.sys.mac.hardware
1074,15,soc.religion.christian
1075,11,sci.crypt
1076,9,rec.sport.baseball
1077,16,talk.politics.guns
1078,8,rec.motorcycles
1079,9,rec.sport.baseball
1080,14,sci.space
1081,15,soc.religion.christian
1082,14,sci.space
1083,14,sci.space
1084,2,comp.os.ms-windows.misc
1085,17,talk.politics.mideast
1086,12,sci.electronics
1087,18,talk.politics.misc
1088,6,misc.forsale
1089,10,rec.sport.hockey
1090,8,rec.motorcycles
1091,17,talk.politics.mideast
1092,17,talk.politics.mideast
1093,16,talk.politics.guns
1094,4,comp.sys.mac.hardware
1095,9,rec.sport.baseball
1096,10,rec.sport.hockey
1097,0,alt.atheism
1098,7,rec.autos
1099,4,comp.sys.mac.hardware
1100,15,soc.religion.christian
1101,5,comp.windows.x
1102,14,sci.space
1103,11,sci.crypt
1104,17,talk.politics.mideast
1105,19,talk.religion.misc
1106,2,comp.os.ms-windows.misc
1107,15,soc.religion.christian
1108,13,sci.med
1109,15,soc.religion.christian
1110,17,talk.politics.mideast
1111,6,misc.forsale
1112,0,alt.atheism
1113,11,sci.crypt
1114,0,alt.atheism
1115,17,talk.politics.mideast
1116,2,comp.os.ms-windows.misc
1117,5,comp.windows.x
1118,1,comp.graphics
1119,1,comp.graphics
1120,2,comp.os.ms-windows.misc
1121,10,rec.sport.hockey
1122,14,sci.space
1123,4,comp.sys.mac.hardware
1124,8,rec.motorcycles
1125,7,rec.autos
1126,1,comp.graphics
1127,11,sci.crypt
1128,9,rec.sport.baseball
1129,1,comp.graphics
1130,18,talk.politics.misc
1131,15,soc.religion.christian
1132,5,comp.windows.x
1133,14,sci.space
1134,8,rec.motorcycles
1135,4,comp.sys.mac.hardware
1136,17,talk.politics.mideast
1137,14,sci.space
1138,8,rec.motorcycles
1139,3,comp.sys.ibm.pc.hardware
1140,5,comp.windows.x
1141,13,sci.med
1142,15,soc.religion.christian
1143,5,comp.windows.x
1144,13,sci.med
1145,14,sci.space
1146,13,sci.med
1147,2,comp.os.ms-windows.misc
1148,10,rec.sport.hockey
1149,4,comp.sys.mac.hardware
1150,7,rec.autos
1151,15,soc.religion.christian
1152,9,rec.sport.baseball
1153,2,comp.os.ms-windows.misc
1154,5,comp.windows.x
1155,19,talk.religion.misc
1156,16,talk.politics.guns
1157,8,rec.motorcycles
1158,1,comp.graphics
1159,12,sci.electronics
1160,2,comp.os.ms-windows.misc
1161,6,misc.forsale
1162,18,talk.politics.misc
1163,5,comp.windows.x
1164,16,talk.politics.guns
1165,0,alt.atheism
1166,9,rec.sport.baseball
1167,0,alt.atheism
1168,7,rec.autos
1169,13,sci.med
1170,4,comp.sys.mac.hardware
1171,9,rec.sport.baseball
1172,7,rec.autos
1173,14,sci.space
1174,12,sci.electronics
1175,4,comp.sys.mac.hardware
1176,15,soc.religion.christian
1177,19,talk.religion.misc
1178,6,misc.forsale
1179,10,rec.sport.hockey
1180,16,talk.politics.guns
1181,1,comp.graphics
1182,6,misc.forsale
1183,10,rec.sport.hockey
1184,13,sci.med
1185,19,talk.religion.misc
1186,18,talk.politics.misc
1187,2,comp.os.ms-windows.misc
1188,3,comp.sys.ibm.pc.hardware
1189,11,sci.crypt
1190,16,talk.politics.guns
1191,6,misc.forsale
1192,3,comp.sys.ibm.pc.hardware
1193,14,sci.space
1194,12,sci.electronics
1195,18,talk.politics.misc
1196,1,comp.graphics
1197,14,sci.space
1198,16,talk.politics.guns
1199,18,talk.politics.misc
1200,14,sci.space
1201,15,soc.religion.christian
1202,4,comp.sys.mac.hardware
1203,3,comp.sys.ibm.pc.hardware
1204,9,rec.sport.baseball
1205,16,talk.politics.guns
1206,6,misc.forsale
1207,13,sci.med
1208,12,sci.electronics
1209,15,soc.religion.christian
1210,0,alt.atheism
1211,7,rec.autos
1212,6,misc.forsale
1213,14,sci.space
1214,19,talk.religion.misc
1215,4,comp.sys.mac.hardware
1216,7,rec.autos
1217,17,talk.politics.mideast
1218,18,talk.politics.misc
1219,6,misc.forsale
1220,7,rec.autos
1221,19,talk.religion.misc
1222,1,comp.graphics
1223,19,talk.religion.misc
1224,9,rec.sport.baseball
1225,1,comp.graphics
1226,12,sci.electronics
1227,13,sci.med
1228,14,sci.space
1229,15,soc.religion.christian
1230,16,talk.politics.guns
1231,16,talk.politics.guns
1232,7,rec.autos
1233,15,soc.religion.christian
1234,15,soc.religion.christian
1235,11,sci.crypt
1236,8,rec.motorcycles
1237,2,comp.os.ms-windows.misc
1238,12,sci.electronics
1239,4,comp.sys.mac.hardware
1240,12,sci.electronics
1241,5,comp.windows.x
1242,12,sci.electronics
1243,0,alt.atheism
1244,10,rec.sport.hockey
1245,16,talk.politics.guns
1246,1,comp.graphics
1247,15,soc.religion.christian
1248,13,sci.med
1249,5,comp.windows.x
1250,0,alt.atheism
1251,9,rec.sport.baseball
1252,4,comp.sys.mac.hardware
1253,17,talk.politics.mideast
1254,11,sci.crypt
1255,3,comp.sys.ibm.pc.hardware
1256,7,rec.autos
1257,13,sci.med
1258,0,alt.atheism
1259,19,talk.religion.misc
1260,7,rec.autos
1261,16,talk.politics.guns
1262,18,talk.politics.misc
1263,13,sci.med
1264,7,rec.autos
1265,8,rec.motorcycles
1266,4,comp.sys.mac.hardware
1267,1,comp.graphics
1268,12,sci.electronics
1269,15,soc.religion.christian
1270,6,misc.forsale
1271,19,talk.religion.misc
1272,16,talk.politics.guns
1273,9,rec.sport.baseball
1274,13,sci.med
1275,1,comp.graphics
1276,0,alt.atheism
1277,12,sci.electronics
1278,9,rec.sport.baseball
1279,4,comp.sys.mac.hardware
1280,1,comp.graphics
1281,6,misc.forsale
1282,4,comp.sys.mac.hardware
1283,11,sci.crypt
1284,2,comp.os.ms-windows.misc
1285,14,sci.space
1286,4,comp.sys.mac.hardware
1287,11,sci.crypt
1288,15,soc.religion.christian
1289,13,sci.med
1290,10,rec.sport.hockey
1291,2,comp.os.ms-windows.misc
1292,10,rec.sport.hockey
1293,12,sci.electronics
1294,5,comp.windows.x
1295,4,comp.sys.mac.hardware
1296,4,comp.sys.mac.hardware
1297,2,comp.os.ms-windows.misc
1298,16,talk.politics.guns
1299,18,talk.politics.misc
1300,14,sci.space
1301,7,rec.autos
1302,15,soc.religion.christian
1303,13,sci.med
1304,3,comp.sys.ibm.pc.hardware
1305,4,comp.sys.mac.hardware
1306,18,talk.politics.misc
1307,18,talk.politics.misc
1308,11,sci.crypt
1309,1,comp.graphics
1310,10,rec.sport.hockey
1311,8,rec.motorcycles
1312,8,rec.motorcycles
1313,16,talk.politics.guns
1314,1,comp.graphics
1315,19,talk.religion.misc
1316,2,comp.os.ms-windows.misc
1317,1,comp.graphics
1318,4,comp.sys.mac.hardware
1319,9,rec.sport.baseball
1320,13,sci.med
1321,9,rec.sport.baseball
1322,10,rec.sport.hockey
1323,0,alt.atheism
1324,2,comp.os.ms-windows.misc
1325,10,rec.sport.hockey
1326,19,talk.religion.misc
1327,7,rec.autos
1328,0,alt.atheism
1329,5,comp.windows.x
1330,15,soc.religion.christian
1331,18,talk.politics.misc
1332,17,talk.politics.mideast
1333,10,rec.sport.hockey
1334,15,soc.religion.christian
1335,12,sci.electronics
1336,19,talk.religion.misc
1337,10,rec.sport.hockey
1338,3,comp.sys.ibm.pc.hardware
1339,11,sci.crypt
1340,8,rec.motorcycles
1341,16,talk.politics.guns
1342,2,comp.os.ms-windows.misc
1343,1,comp.graphics
1344,3,comp.sys.ibm.pc.hardware
1345,5,comp.windows.x
1346,18,talk.politics.misc
1347,15,soc.religion.christian
1348,11,sci.crypt
1349,7,rec.autos
1350,19,talk.religion.misc
1351,8,rec.motorcycles
1352,12,sci.electronics
1353,13,sci.med
1354,0,alt.atheism
1355,1,comp.graphics
1356,0,alt.atheism
1357,18,talk.politics.misc
1358,5,comp.windows.x
1359,12,sci.electronics
1360,8,rec.motorcycles
1361,6,misc.forsale
1362,12,sci.electronics
1363,6,misc.forsale
1364,19,talk.religion.misc
1365,19,talk.religion.misc
1366,10,rec.sport.hockey
1367,15,soc.religion.christian
1368,12,sci.electronics
1369,12,sci.electronics
1370,14,sci.space
1371,15,soc.religion.christian
1372,11,sci.crypt
1373,7,rec.autos
1374,13,sci.med
1375,14,sci.space
1376,9,rec.sport.baseball
1377,8,rec.motorcycles
1378,0,alt.atheism
1379,16,talk.politics.guns
1380,1,comp.graphics
1381,14,sci.space
1382,17,talk.politics.mideast
1383,17,talk.politics.mideast
1384,5,comp.windows.x
1385,7,rec.autos
1386,19,talk.religion.misc
1387,8,rec.motorcycles
1388,4,comp.sys.mac.hardware
1389,8,rec.motorcycles
1390,4,comp.sys.mac.hardware
1391,10,rec.sport.hockey
1392,13,sci.med
1393,18,talk.politics.misc
1394,8,rec.motorcycles
1395,16,talk.politics.guns
1396,0,alt.atheism
1397,9,rec.sport.baseball
1398,4,comp.sys.mac.hardware
1399,18,talk.politics.misc
1400,2,comp.os.ms-windows.misc
1401,11,sci.crypt
1402,10,rec.sport.hockey
1403,7,rec.autos
1404,16,talk.politics.guns
1405,12,sci.electronics
1406,15,soc.religion.christian
1407,7,rec.autos
1408,7,rec.autos
1409,13,sci.med
1410,13,sci.med
1411,18,talk.politics.misc
1412,4,comp.sys.mac.hardware
1413,18,talk.politics.misc
1414,15,soc.religion.christian
1415,13,sci.med
1416,7,rec.autos
1417,13,sci.med
1418,5,comp.windows.x
1419,0,alt.atheism
1420,9,rec.sport.baseball
1421,8,rec.motorcycles
1422,11,sci.crypt
1423,5,comp.windows.x
1424,9,rec.sport.baseball
1425,6,misc.forsale
1426,13,sci.med
1427,2,comp.os.ms-windows.misc
1428,19,talk.religion.misc
1429,10,rec.sport.hockey
1430,4,comp.sys.mac.hardware
1431,14,sci.space
1432,17,talk.politics.mideast
1433,16,talk.politics.guns
1434,9,rec.sport.baseball
1435,13,sci.med
1436,12,sci.electronics
1437,5,comp.windows.x
1438,8,rec.motorcycles
1439,9,rec.sport.baseball
1440,5,comp.windows.x
1441,9,rec.sport.baseball
1442,15,soc.religion.christian
1443,12,sci.electronics
1444,3,comp.sys.ibm.pc.hardware
1445,7,rec.autos
1446,13,sci.med
1447,7,rec.autos
1448,7,rec.autos
1449,8,rec.motorcycles
1450,6,misc.forsale
1451,18,talk.politics.misc
1452,7,rec.autos
1453,15,soc.religion.christian
1454,5,comp.windows.x
1455,11,sci.crypt
1456,7,rec.autos
1457,16,talk.politics.guns
1458,3,comp.sys.ibm.pc.hardware
1459,9,rec.sport.baseball
1460,0,alt.atheism
1461,18,talk.politics.misc
1462,5,comp.windows.x
1463,4,comp.sys.mac.hardware
1464,18,talk.politics.misc
1465,10,rec.sport.hockey
1466,16,talk.politics.guns
1467,1,comp.graphics
1468,19,talk.religion.misc
1469,2,comp.os.ms-windows.misc
1470,15,soc.religion.christian
1471,11,sci.crypt
1472,13,sci.med
1473,16,talk.politics.guns
1474,5,comp.windows.x
1475,3,comp.sys.ibm.pc.hardware
1476,7,rec.autos
1477,2,comp.os.ms-windows.misc
1478,2,comp.os.ms-windows.misc
1479,8,rec.motorcycles
1480,13,sci.med
1481,15,soc.religion.christian
1482,10,rec.sport.hockey
1483,6,misc.forsale
1484,13,sci.med
1485,0,alt.atheism
1486,3,comp.sys.ibm.pc.hardware
1487,2,comp.os.ms-windows.misc
1488,9,rec.sport.baseball
1489,11,sci.crypt
1490,14,sci.space
1491,17,talk.politics.mideast
1492,17,talk.politics.mideast
1493,7,rec.autos
1494,18,talk.politics.misc
1495,11,sci.crypt
1496,12,sci.electronics
1497,14,sci.space
1498,14,sci.space
1499,19,talk.religion.misc
1500,10,rec.sport.hockey
1501,12,sci.electronics
1502,10,rec.sport.hockey
1503,17,talk.politics.mideast
1504,2,comp.os.ms-windows.misc
1505,5,comp.windows.x
1506,1,comp.graphics
1507,4,comp.sys.mac.hardware
1508,7,rec.autos
1509,10,rec.sport.hockey
1510,7,rec.autos
1511,1,comp.graphics
1512,4,comp.sys.mac.hardware
1513,7,rec.autos
1514,19,talk.religion.misc
1515,1,comp.graphics
1516,14,sci.space
1517,15,soc.religion.christian
1518,14,sci.space
1519,4,comp.sys.mac.hardware
1520,18,talk.politics.misc
1521,4,comp.sys.mac.hardware
1522,18,talk.politics.misc
1523,16,talk.politics.guns
1524,3,comp.sys.ibm.pc.hardware
1525,13,sci.med
1526,8,rec.motorcycles
1527,5,comp.windows.x
1528,9,rec.sport.baseball
1529,5,comp.windows.x
1530,4,comp.sys.mac.hardware
1531,1,comp.graphics
1532,10,rec.sport.hockey
1533,19,talk.religion.misc
1534,19,talk.religion.misc
1535,5,comp.windows.x
1536,13,sci.med
1537,6,misc.forsale
1538,17,talk.politics.mideast
1539,12,sci.electronics
1540,17,talk.politics.mideast
1541,13,sci.med
1542,13,sci.med
1543,0,alt.atheism
1544,15,soc.religion.christian
1545,2,comp.os.ms-windows.misc
1546,4,comp.sys.mac.hardware
1547,13,sci.med
1548,3,comp.sys.ibm.pc.hardware
1549,3,comp.sys.ibm.pc.hardware
1550,2,comp.os.ms-windows.misc
1551,5,comp.windows.x
1552,11,sci.crypt
1553,4,comp.sys.mac.hardware
1554,11,sci.crypt
1555,2,comp.os.ms-windows.misc
1556,17,talk.politics.mideast
1557,1,comp.graphics
1558,6,misc.forsale
1559,11,sci.crypt
1560,9,rec.sport.baseball
1561,7,rec.autos
1562,12,sci.electronics
1563,17,talk.politics.mideast
1564,5,comp.windows.x
1565,4,comp.sys.mac.hardware
1566,10,rec.sport.hockey
1567,14,sci.space
1568,8,rec.motorcycles
1569,11,sci.crypt
1570,0,alt.atheism
1571,1,comp.graphics
1572,10,rec.sport.hockey
1573,5,comp.windows.x
1574,1,comp.graphics
1575,15,soc.religion.christian
1576,16,talk.politics.guns
1577,9,rec.sport.baseball
1578,0,alt.atheism
1579,5,comp.windows.x
1580,5,comp.windows.x
1581,8,rec.motorcycles
1582,11,sci.crypt
1583,8,rec.motorcycles
1584,2,comp.os.ms-windows.misc
1585,9,rec.sport.baseball
1586,10,rec.sport.hockey
1587,7,rec.autos
1588,10,rec.sport.hockey
1589,17,talk.politics.mideast
1590,10,rec.sport.hockey
1591,4,comp.sys.mac.hardware
1592,9,rec.sport.baseball
1593,16,talk.politics.guns
1594,4,comp.sys.mac.hardware
1595,3,comp.sys.ibm.pc.hardware
1596,16,talk.politics.guns
1597,18,talk.politics.misc
1598,19,talk.religion.misc
1599,5,comp.windows.x
1600,3,comp.sys.ibm.pc.hardware
1601,10,rec.sport.hockey
1602,2,comp.os.ms-windows.misc
1603,19,talk.religion.misc
1604,15,soc.religion.christian
1605,0,alt.atheism
1606,14,sci.space
1607,3,comp.sys.ibm.pc.hardware
1608,19,talk.religion.misc
1609,0,alt.atheism
1610,19,talk.religion.misc
1611,8,rec.motorcycles
1612,15,soc.religion.christian
1613,16,talk.politics.guns
1614,4,comp.sys.mac.hardware
1615,11,sci.crypt
1616,8,rec.motorcycles
1617,0,alt.atheism
1618,10,rec.sport.hockey
1619,10,rec.sport.hockey
1620,19,talk.religion.misc
1621,11,sci.crypt
1622,1,comp.graphics
1623,6,misc.forsale
1624,18,talk.politics.misc
1625,5,comp.windows.x
1626,5,comp.windows.x
1627,5,comp.windows.x
1628,7,rec.autos
1629,11,sci.crypt
1630,5,comp.windows.x
1631,13,sci.med
1632,1,comp.graphics
1633,0,alt.atheism
1634,7,rec.autos
1635,9,rec.sport.baseball
1636,0,alt.atheism
1637,0,alt.atheism
1638,9,rec.sport.baseball
1639,2,comp.os.ms-windows.misc
1640,7,rec.autos
1641,14,sci.space
1642,13,sci.med
1643,7,rec.autos
1644,1,comp.graphics
1645,12,sci.electronics
1646,17,talk.politics.mideast
1647,7,rec.autos
1648,15,soc.religion.christian
1649,1,comp.graphics
1650,2,comp.os.ms-windows.misc
1651,6,misc.forsale
1652,11,sci.crypt
1653,2,comp.os.ms-windows.misc
1654,10,rec.sport.hockey
1655,5,comp.windows.x
1656,10,rec.sport.hockey
1657,0,alt.atheism
1658,0,alt.atheism
1659,7,rec.autos
1660,10,rec.sport.hockey
1661,15,soc.religion.christian
1662,15,soc.religion.christian
1663,15,soc.religion.christian
1664,1,comp.graphics
1665,6,misc.forsale
1666,13,sci.med
1667,16,talk.politics.guns
1668,0,alt.atheism
1669,12,sci.electronics
1670,9,rec.sport.baseball
1671,18,talk.politics.misc
1672,11,sci.crypt
1673,12,sci.electronics
1674,9,rec.sport.baseball
1675,4,comp.sys.mac.hardware
1676,9,rec.sport.baseball
1677,19,talk.religion.misc
1678,14,sci.space
1679,3,comp.sys.ibm.pc.hardware
1680,1,comp.graphics
1681,5,comp.windows.x
1682,16,talk.politics.guns
1683,2,comp.os.ms-windows.misc
1684,2,comp.os.ms-windows.misc
1685,2,comp.os.ms-windows.misc
1686,12,sci.electronics
1687,10,rec.sport.hockey
1688,19,talk.religion.misc
1689,12,sci.electronics
1690,19,talk.religion.misc
1691,18,talk.politics.misc
1692,13,sci.med
1693,16,talk.politics.guns
1694,7,rec.autos
1695,0,alt.atheism
1696,6,misc.forsale
1697,0,alt.atheism
1698,14,sci.space
1699,4,comp.sys.mac.hardware
1700,13,sci.med
1701,19,talk.religion.misc
1702,15,soc.religion.christian
1703,11,sci.crypt
1704,5,comp.windows.x
1705,13,sci.med
1706,3,comp.sys.ibm.pc.hardware
1707,14,sci.space
1708,8,rec.motorcycles
1709,2,comp.os.ms-windows.misc
1710,7,rec.autos
1711,2,comp.os.ms-windows.misc
1712,4,comp.sys.mac.hardware
1713,19,talk.religion.misc
1714,13,sci.med
1715,6,misc.forsale
1716,12,sci.electronics
1717,4,comp.sys.mac.hardware
1718,4,comp.sys.mac.hardware
1719,7,rec.autos
1720,6,misc.forsale
1721,0,alt.atheism
1722,17,talk.politics.mideast
1723,17,talk.politics.mideast
1724,12,sci.electronics
1725,19,talk.religion.misc
1726,0,alt.atheism
1727,1,comp.graphics
1728,14,sci.space
1729,9,rec.sport.baseball
1730,10,rec.sport.hockey
1731,8,rec.motorcycles
1732,14,sci.space
1733,4,comp.sys.mac.hardware
1734,9,rec.sport.baseball
1735,18,talk.politics.misc
1736,11,sci.crypt
1737,4,comp.sys.mac.hardware
1738,2,comp.os.ms-windows.misc
1739,18,talk.politics.misc
1740,12,sci.electronics
1741,8,rec.motorcycles
1742,18,talk.politics.misc
1743,12,sci.electronics
1744,0,alt.atheism
1745,2,comp.os.ms-windows.misc
1746,9,rec.sport.baseball
1747,2,comp.os.ms-windows.misc
1748,19,talk.religion.misc
1749,19,talk.religion.misc
1750,0,alt.atheism
1751,5,comp.windows.x
1752,5,comp.windows.x
1753,11,sci.crypt
1754,5,comp.windows.x
1755,9,rec.sport.baseball
1756,2,comp.os.ms-windows.misc
1757,0,alt.atheism
1758,14,sci.space
1759,18,talk.politics.misc
1760,3,comp.sys.ibm.pc.hardware
1761,11,sci.crypt
1762,7,rec.autos
1763,3,comp.sys.ibm.pc.hardware
1764,3,comp.sys.ibm.pc.hardware
1765,6,misc.forsale
1766,10,rec.sport.hockey
1767,6,misc.forsale
1768,18,talk.politics.misc
1769,3,comp.sys.ibm.pc.hardware
1770,11,sci.crypt
1771,7,rec.autos
1772,17,talk.politics.mideast
1773,10,rec.sport.hockey
1774,1,comp.graphics
1775,15,soc.religion.christian
1776,3,comp.sys.ibm.pc.hardware
1777,18,talk.politics.misc
1778,0,alt.atheism
1779,8,rec.motorcycles
1780,8,rec.motorcycles
1781,0,alt.atheism
1782,19,talk.religion.misc
1783,19,talk.religion.misc
1784,18,talk.politics.misc
1785,9,rec.sport.baseball
1786,18,talk.politics.misc
1787,16,talk.politics.guns
1788,14,sci.space
1789,3,comp.sys.ibm.pc.hardware
1790,15,soc.religion.christian
1791,13,sci.med
1792,15,soc.religion.christian
1793,17,talk.politics.mideast
1794,14,sci.space
1795,16,talk.politics.guns
1796,11,sci.crypt
1797,12,sci.electronics
1798,4,comp.sys.mac.hardware
1799,12,sci.electronics
1800,7,rec.autos
1801,17,talk.politics.mideast
1802,0,alt.atheism
1803,2,comp.os.ms-windows.misc
1804,17,talk.politics.mideast
1805,19,talk.religion.misc
1806,1,comp.graphics
1807,8,rec.motorcycles
1808,0,alt.atheism
1809,2,comp.os.ms-windows.misc
1810,4,comp.sys.mac.hardware
1811,4,comp.sys.mac.hardware
1812,7,rec.autos
1813,12,sci.electronics
1814,10,rec.sport.hockey
1815,12,sci.electronics
1816,16,talk.politics.guns
1817,2,comp.os.ms-windows.misc
1818,14,sci.space
1819,12,sci.electronics
1820,11,sci.crypt
1821,4,comp.sys.mac.hardware
1822,2,comp.os.ms-windows.misc
1823,2,comp.os.ms-windows.misc
1824,17,talk.politics.mideast
1825,13,sci.med
1826,12,sci.electronics
1827,13,sci.med
1828,5,comp.windows.x
1829,0,alt.atheism
1830,14,sci.space
1831,12,sci.electronics
1832,7,rec.autos
1833,16,talk.politics.guns
1834,9,rec.sport.baseball
1835,8,rec.motorcycles
1836,3,comp.sys.ibm.pc.hardware
1837,1,comp.graphics
1838,14,sci.space
1839,16,talk.politics.guns
1840,3,comp.sys.ibm.pc.hardware
1841,12,sci.electronics
1842,16,talk.politics.guns
1843,10,rec.sport.hockey
1844,17,talk.politics.mideast
1845,6,misc.forsale
1846,9,rec.sport.baseball
1847,14,sci.space
1848,4,comp.sys.mac.hardware
1849,3,comp.sys.ibm.pc.hardware
1850,3,comp.sys.ibm.pc.hardware
1851,12,sci.electronics
1852,0,alt.atheism
1853,6,misc.forsale
1854,11,sci.crypt
1855,2,comp.os.ms-windows.misc
1856,16,talk.politics.guns
1857,11,sci.crypt
1858,19,talk.religion.misc
1859,18,talk.politics.misc
1860,2,comp.os.ms-windows.misc
1861,16,talk.politics.guns
1862,11,sci.crypt
1863,7,rec.autos
1864,3,comp.sys.ibm.pc.hardware
1865,1,comp.graphics
1866,2,comp.os.ms-windows.misc
1867,18,talk.politics.misc
1868,14,sci.space
1869,9,rec.sport.baseball
1870,19,talk.religion.misc
1871,14,sci.space
1872,3,comp.sys.ibm.pc.hardware
1873,15,soc.religion.christian
1874,10,rec.sport.hockey
1875,1,comp.graphics
1876,8,rec.motorcycles
1877,4,comp.sys.mac.hardware
1878,11,sci.crypt
1879,12,sci.electronics
1880,8,rec.motorcycles
1881,10,rec.sport.hockey
1882,12,sci.electronics
1883,7,rec.autos
1884,9,rec.sport.baseball
1885,19,talk.religion.misc
1886,12,sci.electronics
1887,12,sci.electronics
1888,14,sci.space
1889,17,talk.politics.mideast
1890,1,comp.graphics
1891,9,rec.sport.baseball
1892,19,talk.religion.misc
1893,19,talk.religion.misc
1894,0,alt.atheism
1895,6,misc.forsale
1896,19,talk.religion.misc
1897,7,rec.autos
1898,15,soc.religion.christian
1899,9,rec.sport.baseball
1900,9,rec.sport.baseball
1901,6,misc.forsale
1902,19,talk.religion.misc
1903,9,rec.sport.baseball
1904,16,talk.politics.guns
1905,18,talk.politics.misc
1906,4,comp.sys.mac.hardware
1907,3,comp.sys.ibm.pc.hardware
1908,17,talk.politics.mideast
1909,18,talk.politics.misc
